起点,终点,ori_x,ori_y,end_x,end_y,ridership
跳蹬河街道,府青路街道,104.12276490519686,30.669026680129928,104.10035267124348,30.692293927826466,5
跳蹬河街道,建设路街道,104.12276490519686,30.669026680129928,104.10697562483489,30.67462887318019,6
跳蹬河街道,成龙路街道,104.12276490519686,30.669026680129928,104.11969414238894,30.603082785529196,6
跳蹬河街道,抚琴街道,104.12276490519686,30.669026680129928,104.04374900767523,30.689325320109745,2
跳蹬河街道,新鸿路街道,104.12276490519686,30.669026680129928,104.10631147787416,30.66166955600947,3
跳蹬河街道,春熙路街道,104.12276490519686,30.669026680129928,104.07704974759851,30.661839708658544,1
跳蹬河街道,望江路街道,104.12276490519686,30.669026680129928,104.07168516212226,30.635064980004078,4
跳蹬河街道,桂溪街道,104.12276490519686,30.669026680129928,104.05807678674662,30.562785458752113,2
跳蹬河街道,桃蹊路街道,104.12276490519686,30.669026680129928,104.10824686426022,30.685481416810507,10
跳蹬河街道,水井坊街道,104.12276490519686,30.669026680129928,104.08694280849765,30.649077025663395,1
跳蹬河街道,沙河街道,104.12276490519686,30.669026680129928,104.11720269294824,30.62986902495513,2
跳蹬河街道,火车南站街,104.12276490519686,30.669026680129928,104.06993711836556,30.616572558251345,4
跳蹬河街道,犀浦镇,104.12276490519686,30.669026680129928,103.96853991910166,30.757672802984413,2
跳蹬河街道,狮子山街道,104.12276490519686,30.669026680129928,104.1201115153985,30.61617064631393,5
跳蹬河街道,猛追湾街道,104.12276490519686,30.669026680129928,104.09338649423138,30.664809688800787,2
跳蹬河街道,玉林街道,104.12276490519686,30.669026680129928,104.06161167724152,30.637337386133247,2
跳蹬河街道,督院街街道,104.12276490519686,30.669026680129928,104.0670843716,30.652113933324678,1
跳蹬河街道,石羊场街道,104.12276490519686,30.669026680129928,104.04207224362806,30.589080269961133,3
跳蹬河街道,簇锦街道,104.12276490519686,30.669026680129928,103.99667070930668,30.62627087854145,2
跳蹬河街道,红牌楼街道,104.12276490519686,30.669026680129928,104.02203328144594,30.640139795259877,1
跳蹬河街道,草堂路街道,104.12276490519686,30.669026680129928,104.03369711876734,30.661678069224696,1
跳蹬河街道,草市街街道,104.12276490519686,30.669026680129928,104.07077381074879,30.67480564890668,1
跳蹬河街道,莲新街道,104.12276490519686,30.669026680129928,104.09597856368342,30.640873730770085,4
跳蹬河街道,西安路街道,104.12276490519686,30.669026680129928,104.03973997587613,30.67520176315635,4
跳蹬河街道,西御河街道,104.12276490519686,30.669026680129928,104.06362875164112,30.66598225344833,2
跳蹬河街道,西河镇,104.12276490519686,30.669026680129928,104.23784273054781,30.654268644742704,1
跳蹬河街道,跳伞塔街道,104.12276490519686,30.669026680129928,104.08192656084438,30.633251754590415,1
跳蹬河街道,金沙街道,104.12276490519686,30.669026680129928,104.0011151001596,30.68407974451423,1
跳蹬河街道,青龙街道,104.12276490519686,30.669026680129928,104.12065709938953,30.720884772946164,1
跳蹬河街道,驷马桥街道,104.12276490519686,30.669026680129928,104.08421894300206,30.68468469689687,3
跳蹬河街道,龙潭街道,104.12276490519686,30.669026680129928,104.17777027590506,30.70354757273816,7
跳蹬河街道,龙舟路街道,104.12276490519686,30.669026680129928,104.09151993274105,30.629750369537213,3
金沙街道,万年场街道,104.0011151001596,30.68407974451423,104.12474778803707,30.65330128909081,1
金沙街道,九里堤街道,104.0011151001596,30.68407974451423,104.04274989758682,30.71336015274653,1
金沙街道,五块石街道,104.0011151001596,30.68407974451423,104.059651892411,30.710886652968526,3
金沙街道,人民北路街,104.0011151001596,30.68407974451423,104.06130032345499,30.683927523404815,1
金沙街道,保和街道,104.0011151001596,30.68407974451423,104.14239485744424,30.636686225565303,1
金沙街道,双水碾街道,104.0011151001596,30.68407974451423,104.07961944282927,30.707143301075934,3
金沙街道,大丰街道,104.0011151001596,30.68407974451423,104.05669390099663,30.76685804349305,2
金沙街道,太升路街道,104.0011151001596,30.68407974451423,104.07755155641463,30.670156189942755,1
金沙街道,安靖镇,104.0011151001596,30.68407974451423,104.01232404827407,30.770868297959915,1
金沙街道,少城街道,104.0011151001596,30.68407974451423,104.0526301486993,30.668690512829034,2
金沙街道,建设路街道,104.0011151001596,30.68407974451423,104.10697562483489,30.67462887318019,3
金沙街道,成龙路街道,104.0011151001596,30.68407974451423,104.11969414238894,30.603082785529196,1
金沙街道,抚琴街道,104.0011151001596,30.68407974451423,104.04374900767523,30.689325320109745,4
金沙街道,新华西路街,104.0011151001596,30.68407974451423,104.0608881713822,30.678169811235552,5
金沙街道,春熙路街道,104.0011151001596,30.68407974451423,104.07704974759851,30.661839708658544,2
金沙街道,桃蹊路街道,104.0011151001596,30.68407974451423,104.10824686426022,30.685481416810507,2
金沙街道,汪家拐街道,104.0011151001596,30.68407974451423,104.05254456486169,30.657723310613694,1
金沙街道,沙河源街道,104.0011151001596,30.68407974451423,104.0505271566029,30.73442628180356,3
金沙街道,猛追湾街道,104.0011151001596,30.68407974451423,104.09338649423138,30.664809688800787,1
金沙街道,玉林街道,104.0011151001596,30.68407974451423,104.06161167724152,30.637337386133247,1
金沙街道,盐市口街道,104.0011151001596,30.68407974451423,104.06854394913813,30.658999094459663,2
金沙街道,草市街街道,104.0011151001596,30.68407974451423,104.07077381074879,30.67480564890668,5
金沙街道,跳伞塔街道,104.0011151001596,30.68407974451423,104.08192656084438,30.633251754590415,1
金沙街道,跳蹬河街道,104.0011151001596,30.68407974451423,104.12276490519686,30.669026680129928,2
金沙街道,青龙街道,104.0011151001596,30.68407974451423,104.12065709938953,30.720884772946164,2
金泉街道,万年场街道,103.9876260259853,30.716361170590606,104.12474778803707,30.65330128909081,1
金泉街道,东光街道,103.9876260259853,30.716361170590606,104.0937010533027,30.61922927889487,2
金泉街道,九里堤街道,103.9876260259853,30.716361170590606,104.04274989758682,30.71336015274653,7
金泉街道,二仙桥街道,103.9876260259853,30.716361170590606,104.13109687239829,30.684445028224047,1
金泉街道,人民北路街,103.9876260259853,30.716361170590606,104.06130032345499,30.683927523404815,2
金泉街道,保和街道,103.9876260259853,30.716361170590606,104.14239485744424,30.636686225565303,2
金泉街道,十陵街道,103.9876260259853,30.716361170590606,104.18289534181507,30.648516042388525,1
金泉街道,双楠街道,103.9876260259853,30.716361170590606,104.02865896865515,30.649458723481544,2
金泉街道,双水碾街道,103.9876260259853,30.716361170590606,104.07961944282927,30.707143301075934,3
金泉街道,大丰街道,103.9876260259853,30.716361170590606,104.05669390099663,30.76685804349305,5
金泉街道,少城街道,103.9876260259853,30.716361170590606,104.0526301486993,30.668690512829034,2
金泉街道,府青路街道,103.9876260259853,30.716361170590606,104.10035267124348,30.692293927826466,1
金泉街道,建设路街道,103.9876260259853,30.716361170590606,104.10697562483489,30.67462887318019,2
金泉街道,抚琴街道,103.9876260259853,30.716361170590606,104.04374900767523,30.689325320109745,9
金泉街道,新华西路街,103.9876260259853,30.716361170590606,104.0608881713822,30.678169811235552,4
金泉街道,桃蹊路街道,103.9876260259853,30.716361170590606,104.10824686426022,30.685481416810507,1
金泉街道,汪家拐街道,103.9876260259853,30.716361170590606,104.05254456486169,30.657723310613694,3
金泉街道,沙河源街道,103.9876260259853,30.716361170590606,104.0505271566029,30.73442628180356,2
金泉街道,浆洗街街道,103.9876260259853,30.716361170590606,104.04667045680115,30.645641812828632,3
金泉街道,猛追湾街道,103.9876260259853,30.716361170590606,104.09338649423138,30.664809688800787,1
金泉街道,督院街街道,103.9876260259853,30.716361170590606,104.0670843716,30.652113933324678,3
金泉街道,草市街街道,103.9876260259853,30.716361170590606,104.07077381074879,30.67480564890668,2
金泉街道,荷花池街道,103.9876260259853,30.716361170590606,104.06914504518326,30.692033790146894,3
金泉街道,营门口街道,103.9876260259853,30.716361170590606,104.03269016216231,30.70351417259711,4
金泉街道,西安路街道,103.9876260259853,30.716361170590606,104.03973997587613,30.67520176315635,4
金泉街道,跳伞塔街道,103.9876260259853,30.716361170590606,104.08192656084438,30.633251754590415,1
金泉街道,青龙街道,103.9876260259853,30.716361170590606,104.12065709938953,30.720884772946164,7
金泉街道,驷马桥街道,103.9876260259853,30.716361170590606,104.08421894300206,30.68468469689687,3
金花桥街道,双水碾街道,103.96453240063263,30.631495250898393,104.07961944282927,30.707143301075934,2
金花桥街道,猛追湾街道,103.96453240063263,30.631495250898393,104.09338649423138,30.664809688800787,1
金花桥街道,盐市口街道,103.96453240063263,30.631495250898393,104.06854394913813,30.658999094459663,1
青龙街道,万年场街道,104.12065709938953,30.720884772946164,104.12474778803707,30.65330128909081,3
青龙街道,三河街道,104.12065709938953,30.720884772946164,104.15149724634394,30.76956322359214,22
青龙街道,东光街道,104.12065709938953,30.720884772946164,104.0937010533027,30.61922927889487,3
青龙街道,东升街道,104.12065709938953,30.720884772946164,103.93014169911959,30.578649488084718,2
青龙街道,九江镇,104.12065709938953,30.720884772946164,103.91659511621486,30.637162309586465,1
青龙街道,九里堤街道,104.12065709938953,30.720884772946164,104.04274989758682,30.71336015274653,4
青龙街道,书院街街道,104.12065709938953,30.720884772946164,104.0863687508597,30.6639549159326,3
青龙街道,二仙桥街道,104.12065709938953,30.720884772946164,104.13109687239829,30.684445028224047,2
青龙街道,五块石街道,104.12065709938953,30.720884772946164,104.059651892411,30.710886652968526,4
青龙街道,人民北路街,104.12065709938953,30.720884772946164,104.06130032345499,30.683927523404815,5
青龙街道,保和街道,104.12065709938953,30.720884772946164,104.14239485744424,30.636686225565303,13
青龙街道,光华街道,104.12065709938953,30.720884772946164,104.01593992429801,30.664644775526085,4
青龙街道,凤凰山街道,104.12065709938953,30.720884772946164,104.08164895300247,30.732693074957094,10
青龙街道,十陵街道,104.12065709938953,30.720884772946164,104.18289534181507,30.648516042388525,2
青龙街道,双桂路街道,104.12065709938953,30.720884772946164,104.1077341648849,30.634997762418855,1
青龙街道,双桥子街道,104.12065709938953,30.720884772946164,104.10279938168559,30.652797482326527,2
青龙街道,双楠街道,104.12065709938953,30.720884772946164,104.02865896865515,30.649458723481544,2
青龙街道,双水碾街道,104.12065709938953,30.720884772946164,104.07961944282927,30.707143301075934,17
青龙街道,圣灯街道,104.12065709938953,30.720884772946164,104.14542488329225,30.680478343745712,1
青龙街道,大丰街道,104.12065709938953,30.720884772946164,104.05669390099663,30.76685804349305,13
青龙街道,大面街道,104.12065709938953,30.720884772946164,104.19323382722281,30.58864872364036,1
青龙街道,天回镇街道,104.12065709938953,30.720884772946164,104.09784075163743,30.769453296446976,4
青龙街道,太升路街道,104.12065709938953,30.720884772946164,104.07755155641463,30.670156189942755,5
青龙街道,安靖镇,104.12065709938953,30.720884772946164,104.01232404827407,30.770868297959915,1
青龙街道,少城街道,104.12065709938953,30.720884772946164,104.0526301486993,30.668690512829034,1
青龙街道,府南街道,104.12065709938953,30.720884772946164,104.02038254346557,30.678026221105164,2
青龙街道,府青路街道,104.12065709938953,30.720884772946164,104.10035267124348,30.692293927826466,4
青龙街道,建设路街道,104.12065709938953,30.720884772946164,104.10697562483489,30.67462887318019,11
青龙街道,成龙路街道,104.12065709938953,30.720884772946164,104.11969414238894,30.603082785529196,2
青龙街道,抚琴街道,104.12065709938953,30.720884772946164,104.04374900767523,30.689325320109745,3
青龙街道,新华西路街,104.12065709938953,30.720884772946164,104.0608881713822,30.678169811235552,3
青龙街道,新鸿路街道,104.12065709938953,30.720884772946164,104.10631147787416,30.66166955600947,2
青龙街道,春熙路街道,104.12065709938953,30.720884772946164,104.07704974759851,30.661839708658544,4
青龙街道,晋阳街道,104.12065709938953,30.720884772946164,103.99807819875126,30.65156233827051,1
青龙街道,木兰镇（街,104.12065709938953,30.720884772946164,104.2012967767388,30.746180111337008,1
青龙街道,桂溪街道,104.12065709938953,30.720884772946164,104.05807678674662,30.562785458752113,2
青龙街道,桃蹊路街道,104.12065709938953,30.720884772946164,104.10824686426022,30.685481416810507,12
青龙街道,水井坊街道,104.12065709938953,30.720884772946164,104.08694280849765,30.649077025663395,7
